"Name","URI","Region GSS code","Period","Sales volume","Reporting period","Average price All property types","Percentage change (yearly) All property types","Percentage change (monthly) All property types","House price index All property types","Sales volume All property types","Average price Detached houses","Percentage change (yearly) Detached houses","Percentage change (monthly) Detached houses","House price index Detached houses","Average price Semi-detached houses","Percentage change (yearly) Semi-detached houses","Percentage change (monthly) Semi-detached houses","House price index Semi-detached houses","Average price Terraced houses","Percentage change (yearly) Terraced houses","Percentage change (monthly) Terraced houses","House price index Terraced houses","Average price Flats and maisonettes","Percentage change (yearly) Flats and maisonettes","Percentage change (monthly) Flats and maisonettes","House price index Flats and maisonettes","Average price First-time buyers","Percentage change (yearly) First-time buyers","Percentage change (monthly) First-time buyers","House price index First-time buyers","Average price Former owner-occupiers","Percentage change (yearly) Former owner-occupiers","Percentage change (monthly) Former owner-occupiers","House price index Former owner-occupiers","Average price Cash purchases","Percentage change (yearly) Cash purchases","Percentage change (monthly) Cash purchases","House price index Cash purchases","Sales volume Cash purchases","Average price Mortgage purchases","Percentage change (yearly) Mortgage purchases","Percentage change (monthly) Mortgage purchases","House price index Mortgage purchases","Sales volume Mortgage purchases","Average price New build","Percentage change (yearly) New build","Percentage change (monthly) New build","House price index New build","Sales volume New build","Average price Existing properties","Percentage change (yearly) Existing properties","Percentage change (monthly) Existing properties","House price index Existing properties","Sales volume Existing properties","Pivotable date"
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2004-07,,monthly,137734,14.3,2.1,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2004-08,,monthly,139319,13.6,1.2,53.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2004-09,,monthly,139039,13.7,-0.2,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2004-10,,monthly,140064,12.6,0.7,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2004-11,,monthly,139878,13.7,-0.1,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2004-12,,monthly,138853,10.7,-0.7,53.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2005-01,65834,monthly,138759,10.0,-0.1,53.2,65834,233758,,,54.3,138860,,,53.2,110564,,,51.2,107188,,,55.0,,,,,,,,,,,,,,,,,,,174292,,,54.5,,135955,,,52.7,,2005-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2005-02,67225,monthly,138626,10.9,-0.1,53.1,67225,232093,,-0.7,53.9,139493,,0.5,53.4,110272,,-0.3,51.0,107211,,0.0,55.0,,,,,,,,,,,,,,,,,,,175946,,0.9,55.0,,135639,,-0.2,52.6,,2005-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2005-03,81297,monthly,139763,11.6,0.8,53.6,81297,232616,,0.2,54.0,140203,,0.5,53.7,111665,,1.3,51.7,108330,,1.0,55.6,,,,,,,,,,,,,,,,,,,177397,,0.8,55.5,10654,136751,,0.8,53.0,70643,2005-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2005-04,97185,monthly,141751,8.3,1.4,54.3,97185,233896,,0.6,54.3,142384,,1.6,54.5,113477,,1.6,52.5,110164,,1.7,56.6,,,,,,,,,,,,,,,,,,,181156,,2.1,56.6,11611,138570,,1.3,53.7,85573,2005-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2005-05,97786,monthly,143273,8.1,1.1,54.9,97786,238123,,1.8,55.3,143302,,0.6,54.9,114686,,1.1,53.1,111246,,1.0,57.1,,,,,,,,,,,,,,,,,,,181613,,0.3,56.8,11461,140208,,1.2,54.3,86324,2005-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2005-06,111974,monthly,144410,7.1,0.8,55.3,111974,236625,,-0.6,54.9,144327,,0.7,55.3,116457,,1.5,53.9,112341,,1.0,57.7,,,,,,,,,,,,,,,,,,,182195,,0.3,57.0,17500,141408,,0.9,54.8,94473,2005-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2005-07,117771,monthly,146269,6.2,1.3,56.1,117771,241625,,2.1,56.1,146836,,1.7,56.2,117620,,1.0,54.4,112876,,0.5,57.9,,,,,,,,,,,,,,,,,,,183980,,1.0,57.5,11692,143287,,1.3,55.5,106079,2005-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2005-08,114613,monthly,146864,5.4,0.4,56.3,114613,244088,,1.0,56.7,146443,,-0.3,56.1,118199,,0.5,54.7,113527,,0.6,58.3,,,,,,,,,,,,,,,,,,,185416,,0.8,58.0,11221,143799,,0.4,55.7,103392,2005-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2005-09,117124,monthly,146635,5.5,-0.2,56.2,117124,242427,,-0.7,56.3,146221,,-0.2,56.0,118654,,0.4,54.9,112928,,-0.5,58.0,,,,,,,,,,,,,,,,,,,184624,,-0.4,57.7,13218,143627,,-0.1,55.7,103906,2005-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2005-10,108303,monthly,146342,4.5,-0.2,56.1,108303,242076,,-0.1,56.2,146292,,0.0,56.0,118158,,-0.4,54.7,112682,,-0.2,57.8,,,,,,,,,,,,,,,,,,,185917,,0.7,58.1,11917,143170,,-0.3,55.5,96385,2005-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2005-11,111610,monthly,146777,4.9,0.3,56.2,111610,242413,,0.1,56.3,146621,,0.2,56.2,118563,,0.3,54.9,113192,,0.5,58.1,,,,,,,,,,,,,,,,,,,186992,,0.6,58.5,12678,143544,,0.3,55.6,98931,2005-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2005-12,122222,monthly,147580,6.3,0.5,56.6,122222,239846,,-1.1,55.7,146475,,-0.1,56.1,119767,,1.0,55.4,115503,,2.0,59.3,,,,,,,,,,,,,,,,,,,188591,,0.9,59.0,19889,144271,,0.5,55.9,102332,2005-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2006-01,88382,monthly,147360,6.2,-0.1,56.5,88382,242321,3.7,1.0,56.3,146673,5.6,0.1,56.2,119106,7.7,-0.6,55.1,114691,7.0,-0.7,58.9,,,,,,,,,,,,,,,,,,,185330,6.3,-1.7,57.9,8730,144306,6.1,0.0,55.9,79652,2006-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2006-02,90058,monthly,147601,6.5,0.2,56.6,90058,240737,3.7,-0.7,55.9,146708,5.2,0.0,56.2,119398,8.3,0.2,55.3,115789,8.0,1.0,59.4,,,,,,,,,,,,,,,,,,,188709,7.3,1.8,59.0,10353,144262,6.4,0.0,55.9,79705,2006-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2006-03,118864,monthly,148798,6.5,0.8,57.0,118864,243422,4.6,1.1,56.5,148045,5.6,0.9,56.7,120384,7.8,0.8,55.7,116236,7.3,0.4,59.7,,,,,,,,,,,,,,,,,,,188166,6.1,-0.3,58.8,14842,145620,6.5,0.9,56.4,104022,2006-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2006-04,110370,monthly,152032,7.3,2.2,58.3,110370,246915,5.6,1.4,57.3,151459,6.4,2.3,58.0,123669,9.0,2.7,57.2,118409,7.5,1.9,60.8,,,,,,,,,,,,,,,,,,,192205,6.1,2.1,60.1,12173,148791,7.4,2.2,57.7,98197,2006-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2006-05,121888,monthly,153473,7.1,0.9,58.8,121888,249900,4.9,1.2,58.0,152496,6.4,0.7,58.4,124245,8.3,0.5,57.5,120490,8.3,1.8,61.9,,,,,,,,,,,,,,,,,,,193585,6.6,0.7,60.5,13709,150241,7.2,1.0,58.2,108179,2006-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2006-06,146253,monthly,154927,7.3,0.9,59.4,146253,250145,5.7,0.1,58.1,153825,6.6,0.9,58.9,126155,8.3,1.5,58.4,121615,8.3,0.9,62.4,,,,,,,,,,,,,,,,,,,193743,6.3,0.1,60.6,21097,151818,7.4,1.0,58.8,125156,2006-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2006-07,134426,monthly,157156,7.4,1.4,60.2,134426,255691,5.8,2.2,59.4,156011,6.2,1.4,59.8,128481,9.2,1.8,59.5,121845,7.9,0.2,62.5,,,,,,,,,,,,,,,,,,,194998,6.0,0.6,61.0,12275,154146,7.6,1.5,59.7,122151,2006-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2006-08,141486,monthly,158476,7.9,0.8,60.7,141486,258986,6.1,1.3,60.1,157285,7.4,0.8,60.2,129140,9.3,0.5,59.8,123003,8.3,1.0,63.1,,,,,,,,,,,,,,,,,,,194609,5.0,-0.2,60.8,12291,155630,8.2,1.0,60.3,129195,2006-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2006-09,137213,monthly,159122,8.5,0.4,61.0,137213,259621,7.1,0.2,60.3,157890,8.0,0.4,60.5,129509,9.1,0.3,59.9,123940,9.8,0.8,63.6,,,,,,,,,,,,,,,,,,,197420,6.9,1.4,61.7,13685,156076,8.7,0.3,60.5,123528,2006-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2006-10,133356,monthly,160054,9.4,0.6,61.3,133356,260976,7.8,0.5,60.6,158769,8.5,0.6,60.8,130440,10.4,0.7,60.4,124565,10.5,0.5,63.9,,,,,,,,,,,,,,,,,,,198670,6.9,0.6,62.1,12608,156982,9.6,0.6,60.8,120748,2006-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2006-11,135279,monthly,160878,9.6,0.5,61.7,135279,262557,8.3,0.6,61.0,159924,9.1,0.7,61.3,131202,10.7,0.6,60.7,124648,10.1,0.1,64.0,,,,,,,,,,,,,,,,,,,197725,5.7,-0.5,61.8,13520,157975,10.1,0.6,61.2,121759,2006-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2006-12,142000,monthly,162881,10.4,1.2,62.4,142000,262269,9.3,-0.1,60.9,161145,10.0,0.8,61.7,133419,11.4,1.7,61.7,127649,10.5,2.4,65.5,,,,,,,,,,,,,,,,,,,202095,7.2,2.2,63.2,20413,159763,10.7,1.1,61.9,121587,2006-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2007-01,101538,monthly,162825,10.5,0.0,62.4,101538,265423,9.5,1.2,61.6,161304,10.0,0.1,61.8,133124,11.8,-0.2,61.6,127121,10.8,-0.4,65.3,,,,,,,,,,,,,,,,,,,201192,8.6,-0.4,62.9,8313,159791,10.7,0.0,61.9,93224,2007-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2007-02,99013,monthly,163288,10.6,0.3,62.6,99013,264885,10.0,-0.2,61.5,161582,10.1,0.2,61.9,132962,11.4,-0.1,61.5,128864,11.3,1.4,66.2,,,,,,,,,,,,,,,,,,,201743,6.9,0.3,63.1,8524,160247,11.1,0.3,62.1,90488,2007-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2007-03,123076,monthly,164555,10.6,0.8,63.1,123076,266405,9.4,0.6,61.8,162660,9.9,0.7,62.3,134904,12.1,1.5,62.4,129036,11.0,0.1,66.2,,,,,,,,,,,,,,,,,,,200959,6.8,-0.4,62.8,12960,161659,11.0,0.9,62.7,110115,2007-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2007-04,112054,monthly,167877,10.4,2.0,64.3,112054,270764,9.7,1.6,62.9,165603,9.3,1.8,63.4,137885,11.5,2.2,63.8,131992,11.5,2.3,67.8,,,,,,,,,,,,,,,,,,,205071,6.7,2.0,64.1,10156,164917,10.8,2.0,63.9,101898,2007-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2007-05,125934,monthly,169800,10.6,1.1,65.1,125934,272968,9.2,0.8,63.4,167078,9.6,0.9,64.0,138900,11.8,0.7,64.3,134968,12.0,2.3,69.3,,,,,,,,,,,,,,,,,,,211406,9.2,3.1,66.1,11607,166521,10.8,1.0,64.5,114327,2007-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2007-06,145599,monthly,171659,10.8,1.1,65.8,145599,276280,10.4,1.2,64.1,168693,9.7,1.0,64.6,140680,11.5,1.3,65.1,136163,12.0,0.9,69.9,,,,,,,,,,,,,,,,,,,210322,8.6,-0.5,65.8,17444,168586,11.0,1.2,65.3,128155,2007-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2007-07,134755,monthly,173817,10.6,1.3,66.6,134755,282741,10.6,2.3,65.6,170658,9.4,1.2,65.4,142181,10.7,1.1,65.8,137176,12.6,0.7,70.4,,,,,,,,,,,,,,,,,,,214806,10.2,2.1,67.2,9343,170574,10.7,1.2,66.1,125412,2007-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2007-08,144901,monthly,174826,10.3,0.6,67.0,144901,284963,10.0,0.8,66.2,171682,9.2,0.6,65.8,143202,10.9,0.7,66.3,137449,11.7,0.2,70.6,,,,,,,,,,,,,,,,,,,210638,8.2,-1.9,65.9,8832,171956,10.5,0.8,66.6,136069,2007-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2007-09,114685,monthly,175052,10.0,0.1,67.1,114685,285409,9.9,0.2,66.3,171557,8.7,-0.1,65.7,142870,10.3,-0.2,66.1,138608,11.8,0.8,71.2,,,,,,,,,,,,,,,,,,,212910,7.8,1.1,66.6,8468,172033,10.2,0.0,66.7,106217,2007-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2007-10,119246,monthly,174644,9.1,-0.2,66.9,119246,285254,9.3,-0.1,66.2,170939,7.7,-0.4,65.5,142554,9.3,-0.2,66.0,138259,11.0,-0.3,71.0,,,,,,,,,,,,,,,,,,,213038,7.2,0.1,66.6,9350,171591,9.3,-0.3,66.5,109896,2007-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2007-11,118226,monthly,174553,8.5,-0.1,66.9,118226,285498,8.7,0.1,66.3,171254,7.1,0.2,65.6,141995,8.2,-0.4,65.7,138312,11.0,0.0,71.0,,,,,,,,,,,,,,,,,,,212080,7.3,-0.4,66.3,9704,171563,8.6,0.0,66.5,108522,2007-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2007-12,95060,monthly,174280,7.0,-0.2,66.8,95060,282303,7.6,-1.1,65.5,170695,5.9,-0.3,65.4,142262,6.6,0.2,65.8,138795,8.7,0.3,71.2,,,,,,,,,,,,,,,,,,,213770,5.8,0.8,66.8,12888,171149,7.1,-0.2,66.3,82172,2007-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2008-01,67660,monthly,171137,5.1,-1.8,65.6,67660,277315,4.5,-1.8,64.4,167080,3.6,-2.1,64.0,139379,4.7,-2.0,64.5,138886,9.3,0.1,71.3,,,,,,,,,,,,,,,,,,,212363,5.6,-0.7,66.4,5169,167936,5.1,-1.9,65.1,62492,2008-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2008-02,71682,monthly,169666,3.9,-0.9,65.0,71682,274183,3.5,-1.1,63.7,166218,2.9,-0.5,63.7,138149,3.9,-0.9,63.9,137513,6.7,-1.0,70.6,,,,,,,,,,,,,,,,,,,214880,6.5,1.2,67.2,6025,166041,3.6,-1.1,64.4,65658,2008-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2008-03,69246,monthly,168432,2.4,-0.7,64.5,69246,271161,1.8,-1.1,62.9,165557,1.8,-0.4,63.4,137713,2.1,-0.3,63.7,135697,5.2,-1.3,69.7,,,,,,,,,,,,,,,,,,,211158,5.1,-1.7,66.0,8533,165056,2.1,-0.6,64.0,60714,2008-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2008-04,74444,monthly,168711,0.5,0.2,64.7,74444,272580,0.7,0.5,63.3,165067,-0.3,-0.3,63.2,138247,0.3,0.4,64.0,135834,2.9,0.1,69.7,,,,,,,,,,,,,,,,,,,211766,3.3,0.3,66.2,9040,165305,0.2,0.2,64.1,65404,2008-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2008-05,77830,monthly,169742,0.0,0.6,65.1,77830,272675,-0.1,0.0,63.3,166694,-0.2,1.0,63.8,138676,-0.2,0.3,64.2,137297,1.7,1.1,70.5,,,,,,,,,,,,,,,,,,,212293,0.4,0.2,66.4,9057,166395,-0.1,0.7,64.5,68773,2008-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2008-06,70467,monthly,167498,-2.4,-1.3,64.2,70467,269188,-2.6,-1.3,62.5,164556,-2.5,-1.3,63.0,137191,-2.5,-1.1,63.5,134915,-0.9,-1.7,69.3,,,,,,,,,,,,,,,,,,,208700,-0.8,-1.7,65.3,12195,164277,-2.6,-1.3,63.7,58272,2008-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2008-07,62373,monthly,165669,-4.7,-1.1,63.5,62373,268092,-5.2,-0.4,62.2,162588,-4.7,-1.2,62.3,135169,-4.9,-1.5,62.6,133492,-2.7,-1.1,68.5,,,,,,,,,,,,,,,,,,,204878,-4.6,-1.8,64.1,6997,162653,-4.6,-1.0,63.0,55376,2008-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2008-08,57673,monthly,162212,-7.2,-2.1,62.2,57673,263639,-7.5,-1.7,61.2,159087,-7.3,-2.2,60.9,132197,-7.7,-2.2,61.2,130524,-5.0,-2.2,67.0,,,,,,,,,,,,,,,,,,,197605,-6.2,-3.6,61.8,6340,159578,-7.2,-1.9,61.8,51333,2008-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2008-09,49483,monthly,158128,-9.7,-2.5,60.6,49483,259497,-9.1,-1.6,60.2,154362,-10.0,-3.0,59.1,128517,-10.0,-2.8,59.5,127323,-8.1,-2.5,65.4,,,,,,,,,,,,,,,,,,,195213,-8.3,-1.2,61.0,6790,155286,-9.7,-2.7,60.2,42693,2008-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2008-10,53405,monthly,154920,-11.3,-2.0,59.4,53405,252934,-11.3,-2.5,58.7,151805,-11.2,-1.7,58.1,125810,-11.7,-2.1,58.2,124877,-9.7,-1.9,64.1,,,,,,,,,,,,,,,,,,,191129,-10.3,-2.1,59.8,6926,152149,-11.3,-2.0,59.0,46479,2008-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2008-11,43044,monthly,150563,-13.7,-2.8,57.7,43044,245035,-14.2,-3.1,56.9,148184,-13.5,-2.4,56.8,122347,-13.8,-2.8,56.6,120994,-12.5,-3.1,62.1,,,,,,,,,,,,,,,,,,,186563,-12.0,-2.4,58.3,6481,147784,-13.9,-2.9,57.3,36563,2008-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2008-12,46373,monthly,148267,-14.9,-1.5,56.8,46373,240435,-14.8,-1.9,55.8,145583,-14.7,-1.8,55.8,121590,-14.5,-0.6,56.3,118389,-14.7,-2.2,60.8,,,,,,,,,,,,,,,,,,,180548,-15.5,-3.2,56.5,9347,145867,-14.8,-1.3,56.5,37026,2008-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2009-01,31422,monthly,144840,-15.4,-2.3,55.5,31422,238721,-13.9,-0.7,55.4,141552,-15.3,-2.8,54.2,117187,-15.9,-3.6,54.2,116246,-16.3,-1.8,59.7,,,,,,,,,,,,,,,,,,,181092,-14.7,0.3,56.6,3702,141987,-15.5,-2.7,55.0,27720,2009-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2009-02,31888,monthly,143166,-15.6,-1.2,54.9,31888,232991,-15.0,-2.4,54.1,140741,-15.3,-0.6,53.9,116051,-16.0,-1.0,53.7,115392,-16.1,-0.7,59.2,,,,,,,,,,,,,,,,,,,179805,-16.3,-0.7,56.2,4233,140277,-15.5,-1.2,54.4,27655,2009-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2009-03,41978,monthly,142278,-15.5,-0.6,54.5,41978,232113,-14.4,-0.4,53.9,139046,-16.0,-1.2,53.3,115471,-16.2,-0.5,53.4,115140,-15.1,-0.2,59.1,,,,,,,,,,,,,,,,,,,179961,-14.8,0.1,56.3,6551,139297,-15.6,-0.7,54.0,35427,2009-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2009-04,45378,monthly,143567,-14.9,0.9,55.0,45378,232876,-14.6,0.3,54.1,141318,-14.4,1.6,54.1,117151,-15.3,1.5,54.2,114811,-15.5,-0.3,58.9,,,,,,,,,,,,,,,,,,,179667,-15.2,-0.2,56.2,5590,140725,-14.9,1.0,54.5,39789,2009-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2009-05,52300,monthly,145550,-14.3,1.4,55.8,52300,236239,-13.4,1.4,54.8,143133,-14.1,1.3,54.8,118579,-14.5,1.2,54.9,116756,-15.0,1.7,59.9,,,,,,,,,,,,,,,,,,,179826,-15.3,0.1,56.2,6210,142870,-14.1,1.5,55.4,46091,2009-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2009-06,60728,monthly,146984,-12.2,1.0,56.3,60728,239464,-11.0,1.4,55.6,144159,-12.4,0.7,55.2,120030,-12.5,1.2,55.6,117402,-13.0,0.6,60.3,,,,,,,,,,,,,,,,,,,180235,-13.6,0.2,56.4,9565,144398,-12.1,1.1,56.0,51164,2009-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2009-07,71336,monthly,149620,-9.7,1.8,57.3,71336,244415,-8.8,2.1,56.7,147077,-9.5,2.0,56.3,122349,-9.5,1.9,56.6,118443,-11.3,0.9,60.8,,,,,,,,,,,,,,,,,,,182185,-11.1,1.1,57.0,6774,147102,-9.6,1.9,57.0,64562,2009-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2009-08,65968,monthly,151096,-6.9,1.0,57.9,65968,247403,-6.2,1.2,57.4,148752,-6.5,1.1,57.0,123497,-6.6,0.9,57.2,119068,-8.8,0.5,61.1,,,,,,,,,,,,,,,,,,,181842,-8.0,-0.2,56.9,5915,148745,-6.8,1.1,57.7,60053,2009-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2009-09,66256,monthly,152283,-3.7,0.8,58.4,66256,249012,-4.0,0.7,57.8,149328,-3.3,0.4,57.2,124467,-3.2,0.8,57.6,120939,-5.0,1.6,62.1,,,,,,,,,,,,,,,,,,,185766,-4.8,2.2,58.1,6690,149690,-3.6,0.6,58.0,59566,2009-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2009-10,74416,monthly,153306,-1.0,0.7,58.8,74416,251221,-0.7,0.9,58.3,151189,-0.4,1.2,57.9,125251,-0.4,0.6,58.0,120457,-3.5,-0.4,61.8,,,,,,,,,,,,,,,,,,,184717,-3.4,-0.6,57.8,6908,150901,-0.8,0.8,58.5,67508,2009-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2009-11,69160,monthly,153823,2.2,0.3,58.9,69160,253041,3.3,0.7,58.7,150939,1.9,-0.2,57.8,126033,3.0,0.6,58.3,120674,-0.3,0.2,61.9,,,,,,,,,,,,,,,,,,,184904,-0.9,0.1,57.8,7003,151450,2.5,0.4,58.7,62157,2009-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2009-12,87202,monthly,154832,4.4,0.7,59.3,87202,250340,4.1,-1.1,58.1,152890,5.0,1.3,58.6,127813,5.1,1.4,59.2,121575,2.7,0.7,62.4,,,,,,,,,,,,,,,,,,,185756,2.9,0.5,58.1,10292,152476,4.5,0.7,59.1,76910,2009-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2010-01,41085,monthly,154268,6.5,-0.4,59.1,41085,256310,7.4,2.4,59.5,151750,7.2,-0.7,58.1,125808,7.4,-1.6,58.2,120117,3.3,-1.2,61.7,,,,,,,,,,,,,,,,,,,178825,-1.3,-3.7,55.9,3698,152490,7.4,0.0,59.1,37387,2010-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2010-02,47348,monthly,154654,8.0,0.3,59.3,47348,255598,9.7,-0.3,59.3,152854,8.6,0.7,58.5,126261,8.8,0.4,58.4,120175,4.1,0.0,61.7,,,,,,,,,,,,,,,,,,,186722,3.8,4.4,58.4,4642,152308,8.6,-0.1,59.0,42706,2010-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2010-03,58047,monthly,154645,8.7,0.0,59.3,58047,255531,10.1,0.0,59.3,151960,9.3,-0.6,58.2,125959,9.1,-0.2,58.3,121678,5.7,1.3,62.5,,,,,,,,,,,,,,,,,,,187930,4.4,0.6,58.8,6386,152210,9.3,-0.1,59.0,51661,2010-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2010-04,59555,monthly,156625,9.1,1.3,60.0,59555,257396,10.5,0.7,59.8,154618,9.4,1.7,59.2,127907,9.2,1.5,59.2,122747,6.9,0.9,63.0,,,,,,,,,,,,,,,,,,,186683,3.9,-0.7,58.4,5484,154432,9.7,1.5,59.9,54071,2010-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2010-05,59095,monthly,157379,8.1,0.5,60.3,59095,259913,10.0,1.0,60.3,154839,8.2,0.1,59.3,128469,8.3,0.4,59.5,123258,5.6,0.4,63.3,,,,,,,,,,,,,,,,,,,186849,3.9,0.1,58.4,5994,155230,8.7,0.5,60.2,53101,2010-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2010-06,70937,monthly,158155,7.6,0.5,60.6,70937,259609,8.4,-0.1,60.3,155688,8.0,0.5,59.6,129687,8.0,0.9,60.0,123881,5.5,0.5,63.6,,,,,,,,,,,,,,,,,,,187913,4.3,0.6,58.8,8931,155985,8.0,0.5,60.5,62006,2010-06-01
